"data_source","computer_id","name","file_system","short_description","free_space","disk_space","volume_name","volume_serial_number","data_token","is_deleted"
"SCCM","SCCM_SERIALSC20064BDNACORP\BDNASC20064","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20064BDNACORP\BDNASC20064","C:","NTFS","Local Fixed Disk","","","","64E0E5CE","7932496990","false"
"SCCM","SCCM_SERIALSC20064BDNACORP\BDNASC20064","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20065BDNACORP\BDNASC20065","C:","NTFS","Local Fixed Disk","","","System","7E429961","7932496990","false"
"SCCM","SCCM_SERIALSC20065BDNACORP\BDNASC20065","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20066BDNACORP\BDNASC20066","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20066BDNACORP\BDNASC20066","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20066BDNACORP\BDNASC20066","D:","NTFS","Local Fixed Disk","","","Data","CE05A575","7932496990","false"
"SCCM","SCCM_SERIALSC20066BDNACORP\BDNASC20066","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20067BDNACORP\BDNASC20067","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20067BDNACORP\BDNASC20067","C:","NTFS","Local Fixed Disk","","","","64E0E5CE","7932496990","false"
"SCCM","SCCM_SERIALSC20067BDNACORP\BDNASC20067","D:","NTFS","Local Fixed Disk","","","Data","E421812C","7932496990","false"
"SCCM","SCCM_SERIALSC20067BDNACORP\BDNASC20067","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20068BDNACORP\BDNASC20068","C:","NTFS","Local Fixed Disk","","","System","1643B721","7932496990","false"
"SCCM","SCCM_SERIALSC20068BDNACORP\BDNASC20068","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20069BDNACORP\BDNASC20069","C:","NTFS","Local Fixed Disk","","","System","D06337F9","7932496990","false"
"SCCM","SCCM_SERIALSC20069BDNACORP\BDNASC20069","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20070BDNACORP\BDNASC20070","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20070BDNACORP\BDNASC20070","C:","NTFS","Local Fixed Disk","","","","027A587B","7932496990","false"
"SCCM","SCCM_SERIALSC20070BDNACORP\BDNASC20070","D:","NTFS","Local Fixed Disk","","","DATA","26C0D8F0","7932496990","false"
"SCCM","SCCM_SERIALSC20070BDNACORP\BDNASC20070","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20071BDNACORP\BDNASC20071","C:","NTFS","Local Fixed Disk","","","","4FAD9A54","7932496990","false"
"SCCM","SCCM_SERIALSC20071BDNACORP\BDNASC20071","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20071BDNACORP\BDNASC20071","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20072BDNACORP\BDNASC20072","C:","NTFS","Local Fixed Disk","","","System","8436995A","7932496990","false"
"SCCM","SCCM_SERIALSC20072BDNACORP\BDNASC20072","D:","NTFS","Local Fixed Disk","","","Backup","E2B519B2","7932496990","false"
"SCCM","SCCM_SERIALSC20072BDNACORP\BDNASC20072","G:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20073BDNACORP\BDNASC20073","C:","NTFS","Local Fixed Disk","","","","2618F430","7932496990","false"
"SCCM","SCCM_SERIALSC20073BDNACORP\BDNASC20073","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20074BDNACORP\BDNASC20074","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20074BDNACORP\BDNASC20074","C:","NTFS","Local Fixed Disk","","","","64E0E5CE","7932496990","false"
"SCCM","SCCM_SERIALSC20074BDNACORP\BDNASC20074","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20074BDNACORP\BDNASC20074","E:","NTFS","Local Fixed Disk","","","Data","4AF21725","7932496990","false"
"SCCM","SCCM_SERIALSC20075BDNACORP\BDNASC20075","C:","NTFS","Local Fixed Disk","","","System","20BC4832","7932496990","false"
"SCCM","SCCM_SERIALSC20075BDNACORP\BDNASC20075","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20076BDNACORP\BDNASC20076","C:","NTFS","Local Fixed Disk","","","System","5EC463ED","7932496990","false"
"SCCM","SCCM_SERIALSC20076BDNACORP\BDNASC20076","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20077BDNACORP\BDNASC20077","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20077BDNACORP\BDNASC20077","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20077BDNACORP\BDNASC20077","D:","NTFS","Local Fixed Disk","","","","DA970B68","7932496990","false"
"SCCM","SCCM_SERIALSC20077BDNACORP\BDNASC20077","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20078BDNACORP\BDNASC20078","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20078BDNACORP\BDNASC20078","C:","NTFS","Local Fixed Disk","","","","8A429A75","7932496990","false"
"SCCM","SCCM_SERIALSC20078BDNACORP\BDNASC20078","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20078BDNACORP\BDNASC20078","E:","NTFS","Local Fixed Disk","","","","2296C896","7932496990","false"
"SCCM","SCCM_SERIALSC20078BDNACORP\BDNASC20078","F:","NTFS","Local Fixed Disk","","","","0C5341B5","7932496990","false"
"SCCM","SCCM_SERIALSC20078BDNACORP\BDNASC20078","S:","NTFS","Local Fixed Disk","","","","DAA95169","7932496990","false"
"SCCM","SCCM_SERIALSC20078BDNACORP\BDNASC20078","T:","NTFS","Local Fixed Disk","","","","9EB41CDC","7932496990","false"
"SCCM","SCCM_SERIALSC20078BDNACORP\BDNASC20078","U:","NTFS","Local Fixed Disk","","","","78D8E4C1","7932496990","false"
"SCCM","SCCM_SERIALSC20078BDNACORP\BDNASC20078","V:","NTFS","Local Fixed Disk","","","","26CB1E41","7932496990","false"
"SCCM","SCCM_SERIALSC20078BDNACORP\BDNASC20078","W:","NTFS","Local Fixed Disk","","","TempDB","96746CD3","7932496990","false"
"SCCM","SCCM_SERIALSC20079BDNACORP\BDNASC20079","C:","NTFS","Local Fixed Disk","","","System","DA7CBC00","7932496990","false"
"SCCM","SCCM_SERIALSC20079BDNACORP\BDNASC20079","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20080BDNACORP\BDNASC20080","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20080BDNACORP\BDNASC20080","C:","NTFS","Local Fixed Disk","","","","3040B825","7932496990","false"
"SCCM","SCCM_SERIALSC20080BDNACORP\BDNASC20080","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20081BDNACORP\BDNASC20081","C:","NTFS","Local Fixed Disk","","","System","B22747F5","7932496990","false"
"SCCM","SCCM_SERIALSC20081BDNACORP\BDNASC20081","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20082BDNACORP\BDNASC20082","C:","NTFS","Local Fixed Disk","","","System","C82F7BFD","7932496990","false"
"SCCM","SCCM_SERIALSC20082BDNACORP\BDNASC20082","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20082BDNACORP\BDNASC20082","G:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20082BDNACORP\BDNASC20082","J:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20083BDNACORP\BDNASC20083","C:","NTFS","Local Fixed Disk","","","","C62DC86F","7932496990","false"
"SCCM","SCCM_SERIALSC20083BDNACORP\BDNASC20083","D:","NTFS","Local Fixed Disk","","","","EC636757","7932496990","false"
"SCCM","SCCM_SERIALSC20083BDNACORP\BDNASC20083","E:","NTFS","Local Fixed Disk","","","System Reserved","323E898F","7932496990","false"
"SCCM","SCCM_SERIALSC20083BDNACORP\BDNASC20083","F:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20083BDNACORP\BDNASC20083","G:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20084BDNACORP\BDNASC20084","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20084BDNACORP\BDNASC20084","C:","NTFS","Local Fixed Disk","","","","027A587B","7932496990","false"
"SCCM","SCCM_SERIALSC20084BDNACORP\BDNASC20084","D:","NTFS","Local Fixed Disk","","","Apps","FE48E46E","7932496990","false"
"SCCM","SCCM_SERIALSC20084BDNACORP\BDNASC20084","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20085BDNACORP\BDNASC20085","C:","NTFS","Local Fixed Disk","","","","DEA92189","7932496990","false"
"SCCM","SCCM_SERIALSC20085BDNACORP\BDNASC20085","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20085BDNACORP\BDNASC20085","E:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20085BDNACORP\BDNASC20085","G:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20085BDNACORP\BDNASC20085","J:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20085BDNACORP\BDNASC20085","L:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20086BDNACORP\BDNASC20086","C:","NTFS","Local Fixed Disk","","","OSDisk","587F46AF","7932496990","false"
"SCCM","SCCM_SERIALSC20086BDNACORP\BDNASC20086","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20087BDNACORP\BDNASC20087","C:","NTFS","Local Fixed Disk","","","System","C2F1735E","7932496990","false"
"SCCM","SCCM_SERIALSC20087BDNACORP\BDNASC20087","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20087BDNACORP\BDNASC20087","E:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20087BDNACORP\BDNASC20087","F:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20087BDNACORP\BDNASC20087","G:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20087BDNACORP\BDNASC20087","H:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20087BDNACORP\BDNASC20087","I:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20088BDNACORP\BDNASC20088","C:","NTFS","Local Fixed Disk","","","","5ED8EDF6","7932496990","false"
"SCCM","SCCM_SERIALSC20089BDNACORP\BDNASC20089","C:","NTFS","Local Fixed Disk","","","","1CCEDCEA","7932496990","false"
"SCCM","SCCM_SERIALSC20089BDNACORP\BDNASC20089","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20090BDNACORP\BDNASC20090","C:","NTFS","Local Fixed Disk","","","System","4ABE9061","7932496990","false"
"SCCM","SCCM_SERIALSC20090BDNACORP\BDNASC20090","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20091BDNACORP\BDNASC20091","C:","NTFS","Local Fixed Disk","","","System","B6F7069B","7932496990","false"
"SCCM","SCCM_SERIALSC20091BDNACORP\BDNASC20091","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20092BDNACORP\BDNASC20092","A:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20092BDNACORP\BDNASC20092","C:","NTFS","Local Fixed Disk","","","","569F61D8","7932496990","false"
"SCCM","SCCM_SERIALSC20092BDNACORP\BDNASC20092","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20092BDNACORP\BDNASC20092","P:","NTFS","Local Fixed Disk","","","","DE835D09","7932496990","false"
"SCCM","SCCM_SERIALSC20093BDNACORP\BDNASC20093","C:","NTFS","Local Fixed Disk","","","System","1AD84BE3","7932496990","false"
"SCCM","SCCM_SERIALSC20093BDNACORP\BDNASC20093","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20093BDNACORP\BDNASC20093","E:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20094BDNACORP\BDNASC20094","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20094BDNACORP\BDNASC20094","C:","NTFS","Local Fixed Disk","","","","8A429A75","7932496990","false"
"SCCM","SCCM_SERIALSC20094BDNACORP\BDNASC20094","D:","NTFS","Local Fixed Disk","","","Data","00A241BE","7932496990","false"
"SCCM","SCCM_SERIALSC20094BDNACORP\BDNASC20094","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20095BDNACORP\BDNASC20095","C:","NTFS","Local Fixed Disk","","","","BCCC97B4","7932496990","false"
"SCCM","SCCM_SERIALSC20096BDNACORP\BDNASC20096","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20096BDNACORP\BDNASC20096","C:","NTFS","Local Fixed Disk","","","OS","3D928B2D","7932496990","false"
"SCCM","SCCM_SERIALSC20096BDNACORP\BDNASC20096","D:","NTFS","Local Fixed Disk","","","Data","CCE0C17A","7932496990","false"
"SCCM","SCCM_SERIALSC20096BDNACORP\BDNASC20096","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20097BDNACORP\BDNASC20097","C:","NTFS","Local Fixed Disk","","","Windows","780A0995","7932496990","false"
"SCCM","SCCM_SERIALSC20097BDNACORP\BDNASC20097","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20098BDNACORP\BDNASC20098","C:","NTFS","Local Fixed Disk","","","","ECC6B6C4","7932496990","false"
"SCCM","SCCM_SERIALSC20098BDNACORP\BDNASC20098","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20099BDNACORP\BDNASC20099","C:","NTFS","Local Fixed Disk","","","","D2E06611","7932496990","false"
"SCCM","SCCM_SERIALSC20099BDNACORP\BDNASC20099","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20100BDNACORP\BDNASC20100","C:","NTFS","Local Fixed Disk","","","","163BB5C7","7932496990","false"
"SCCM","SCCM_SERIALSC20100BDNACORP\BDNASC20100","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20101BDNACORP\BDNASC20101","C:","NTFS","Local Fixed Disk","","","System","A4B75B2F","7932496990","false"
"SCCM","SCCM_SERIALSC20101BDNACORP\BDNASC20101","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20101BDNACORP\BDNASC20101","E:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20102BDNACORP\BDNASC20102","C:","NTFS","Local Fixed Disk","","","System","B43B2FB8","7932496990","false"
"SCCM","SCCM_SERIALSC20102BDNACORP\BDNASC20102","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20103BDNACORP\BDNASC20103","C:","NTFS","Local Fixed Disk","","","System","0E7339BA","7932496990","false"
"SCCM","SCCM_SERIALSC20103BDNACORP\BDNASC20103","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20104BDNACORP\BDNASC20104","C:","NTFS","Local Fixed Disk","","","","66ECD4D9","7932496990","false"
"SCCM","SCCM_SERIALSC20104BDNACORP\BDNASC20104","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20105BDNACORP\BDNASC20105","C:","NTFS","Local Fixed Disk","","","","EC636757","7932496990","false"
"SCCM","SCCM_SERIALSC20105BDNACORP\BDNASC20105","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20106BDNACORP\BDNASC20106","C:","NTFS","Local Fixed Disk","","","System","F490DA3B","7932496990","false"
"SCCM","SCCM_SERIALSC20106BDNACORP\BDNASC20106","H:","NTFS","Local Fixed Disk","","","HUB_Logs","3E85F6DD","7932496990","false"
"SCCM","SCCM_SERIALSC20106BDNACORP\BDNASC20106","I:","NTFS","Local Fixed Disk","","","E5000_SW","A67B4A1A","7932496990","false"
"SCCM","SCCM_SERIALSC20107BDNACORP\BDNASC20107","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20107BDNACORP\BDNASC20107","C:","NTFS","Local Fixed Disk","","","","64E0E5CE","7932496990","false"
"SCCM","SCCM_SERIALSC20107BDNACORP\BDNASC20107","D:","NTFS","Local Fixed Disk","","","Data","BC10F6B8","7932496990","false"
"SCCM","SCCM_SERIALSC20107BDNACORP\BDNASC20107","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20107BDNACORP\BDNASC20107","P:","NTFS","Local Fixed Disk","","","Page","BA670F92","7932496990","false"
"SCCM","SCCM_SERIALSC20108BDNACORP\BDNASC20108","C:","NTFS","Local Fixed Disk","","","System","BEED5779","7932496990","false"
"SCCM","SCCM_SERIALSC20108BDNACORP\BDNASC20108","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20109BDNACORP\BDNASC20109","C:","NTFS","Local Fixed Disk","","","","682680EB","7932496990","false"
"SCCM","SCCM_SERIALSC20109BDNACORP\BDNASC20109","D:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20110BDNACORP\BDNASC20110","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20110BDNACORP\BDNASC20110","C:","NTFS","Local Fixed Disk","","","","8A429A75","7932496990","false"
"SCCM","SCCM_SERIALSC20110BDNACORP\BDNASC20110","D:","NTFS","Local Fixed Disk","","","Data","FA882F11","7932496990","false"
"SCCM","SCCM_SERIALSC20110BDNACORP\BDNASC20110","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20111BDNACORP\BDNASC20111","C:","NTFS","Local Fixed Disk","","","System","F490DA3B","7932496990","false"
"SCCM","SCCM_SERIALSC20111BDNACORP\BDNASC20111","H:","NTFS","Local Fixed Disk","","","HUB_Logs","3E85F6DD","7932496990","false"
"SCCM","SCCM_SERIALSC20111BDNACORP\BDNASC20111","I:","NTFS","Local Fixed Disk","","","E5000_SW","A67B4A1A","7932496990","false"
"SCCM","SCCM_SERIALSC20112BDNACORP\BDNASC20112","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20113BDNACORP\BDNASC20113","C:","NTFS","Local Fixed Disk","","","System","D0C731D8","7932496990","false"
"SCCM","SCCM_SERIALSC20113BDNACORP\BDNASC20113","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20114BDNACORP\BDNASC20114","C:","NTFS","Local Fixed Disk","","","System","161B42EB","7932496990","false"
"SCCM","SCCM_SERIALSC20114BDNACORP\BDNASC20114","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20115BDNACORP\BDNASC20115","C:","NTFS","Local Fixed Disk","","","","58C702B0","7932496990","false"
"SCCM","SCCM_SERIALSC20115BDNACORP\BDNASC20115","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20115BDNACORP\BDNASC20115","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20116BDNACORP\BDNASC20116","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20116BDNACORP\BDNASC20116","C:","NTFS","Local Fixed Disk","","","","9842EA87","7932496990","false"
"SCCM","SCCM_SERIALSC20116BDNACORP\BDNASC20116","D:","NTFS","Local Fixed Disk","","","Data","78348E07","7932496990","false"
"SCCM","SCCM_SERIALSC20116BDNACORP\BDNASC20116","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20117BDNACORP\BDNASC20117","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20117BDNACORP\BDNASC20117","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20117BDNACORP\BDNASC20117","D:","NTFS","Local Fixed Disk","","","Data","FACD07B8","7932496990","false"
"SCCM","SCCM_SERIALSC20117BDNACORP\BDNASC20117","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20118BDNACORP\BDNASC20118","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20118BDNACORP\BDNASC20118","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20118BDNACORP\BDNASC20118","D:","NTFS","Local Fixed Disk","","","Data","6258737B","7932496990","false"
"SCCM","SCCM_SERIALSC20118BDNACORP\BDNASC20118","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20119BDNACORP\BDNASC20119","C:","NTFS","Local Fixed Disk","","","","88228B0F","7932496990","false"
"SCCM","SCCM_SERIALSC20119BDNACORP\BDNASC20119","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20120BDNACORP\BDNASC20120","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20120BDNACORP\BDNASC20120","C:","NTFS","Local Fixed Disk","","","","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20120BDNACORP\BDNASC20120","D:","NTFS","Local Fixed Disk","","","Data","40FCDDED","7932496990","false"
"SCCM","SCCM_SERIALSC20120BDNACORP\BDNASC20120","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20121BDNACORP\BDNASC20121","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20121BDNACORP\BDNASC20121","C:","NTFS","Local Fixed Disk","","","","027A587B","7932496990","false"
"SCCM","SCCM_SERIALSC20121BDNACORP\BDNASC20121","D:","NTFS","Local Fixed Disk","","","DATA","26C0D8F0","7932496990","false"
"SCCM","SCCM_SERIALSC20121BDNACORP\BDNASC20121","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20122BDNACORP\BDNASC20122","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20122BDNACORP\BDNASC20122","C:","NTFS","Local Fixed Disk","","","","480B9A08","7932496990","false"
"SCCM","SCCM_SERIALSC20122BDNACORP\BDNASC20122","D:","","CD-ROM Disc","","","","","7932496990","false"
